model_id_nativeness,model_comparison_id,analysis_group,nativeness_var,site_id,species_response,time_series,analysis_group_category,exclusion,random_effect,min_refs,n_levels,min_obs,max_obs,max_refs,formula_nativeness,formula_null,model_path_nativeness,model_path_null,i2_nativeness,i2_null,BIC_nativeness,BIC_null,min_sigma_nativeness,min_sigma_null,sum_sigma_nativeness,sum_sigma_null,model_id_null,overfit,min_BIC,delta_BIC,preferred_model,LRT,LRT_pval,I2_star,R2_cond,prop_variance_reduced
"model_926","Soil_Total_C_Invasive","Soil_Total_C","Invasive","yes","no","yes","Soil","!is.na(Invasive) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",5,2,7,119,28," ~ Invasive"," ~ 1","outputs/revision/models/model_926.Rds","outputs/revision/models/model_406.Rds",34.0619609347075,34.1497164331677,348.052235597103,343.226516533306,1.96242036080014e-10,1.68446168029708e-10,0.0673351665607047,0.0676100444659067,"model_406","no",332.703316771764,15.3489188253392,"no",0.0105628431550713,0.918140996940749,0.0028912018459795,0.0179120890666338,0.0040656371013139
"model_927","Soil_Total_C_Invasive","Soil_Total_C","Invasive","yes","yes","no","Soil","!is.na(Invasive) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",5,2,7,119,28," ~ Invasive"," ~ 1","outputs/revision/models/model_927.Rds","outputs/revision/models/model_407.Rds",64.0118254848479,64.0084660793803,337.53959867822,332.706072915078,3.6537537948327e-11,3.46782198463342e-11,0.231850861757905,0.231856263544856,"model_407","no",332.703316771764,4.8362819064568,"no",0.00275614380893785,0.958131101168164,0.000694028259416336,0.0049182887813706,2.32979988061659e-05
"model_928","Soil_Total_C_Invasive","Soil_Total_C","Invasive","yes","yes","yes","Soil","!is.na(Invasive) & analysis_group == 'Soil_Total_C'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",5,2,7,119,28," ~ Invasive"," ~ 1","outputs/revision/models/model_928.Rds","outputs/revision/models/model_408.Rds",48.5933112603622,48.603489868361,341.607487183406,336.779260031468,1.53708560561667e-11,1.25144798025812e-11,0.123215454419522,0.123286519493345,"model_408","no",332.703316771764,8.90417041164233,"no",0.00805475501374531,0.928487243286253,0.00208342466270376,0.0148488743256819,0.000576422094768583
"model_929","Soil_Total_Ca_Africa_Comparison","Soil_Total_Ca","Africa_Comparison","no","no","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_Ca'","list(~1 | Citation / data_point_ID)",3,2,10,12,4," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_929.Rds","outputs/revision/models/model_409.Rds",79.227713617581,81.0614091649254,60.4598730072766,58.8807488753738,1.20562042558823e-10,4.14244992116102e-10,0.378101694584202,0.417137372785831,"model_409","no",60.4598730072766,0,"yes",1.51191832145548,0.218846600741993,6.51980214126386,9.20591020572779,0.0935799109557872
"model_930","Soil_Total_Ca_Africa_Comparison","Soil_Total_Ca","Africa_Comparison","no","no","yes","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_Ca'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",3,2,10,12,4," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_930.Rds","outputs/revision/models/model_410.Rds",4.20316077176416e-07,3.38406743654775e-07,64.9663707697957,63.1163392383317,0,0,4.1666959087213e-10,3.2980073866849e-10,"model_410","yes",60.4598730072766,4.5064977625191,"no",1.24101092189425,0.265276313444556,6.28397704994343,8.09332032763296,-0.263397991630818
"model_931","Soil_Total_Ca_Africa_Comparison","Soil_Total_Ca","Africa_Comparison","no","yes","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_Ca'","list(~1 | Citation / species_response_tag / data_point_ID)",3,2,10,12,4," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_931.Rds","outputs/revision/models/model_411.Rds",79.2277136181484,81.0614091661341,63.5509154606096,61.9717913271305,3.6918973228592e-11,5.49158245400931e-11,0.378101694597238,0.417137372818673,"model_411","no",60.4598730072766,3.09104245333296,"no",1.51191831987924,0.21884660098213,6.51980213889963,9.20591020240866,0.0935799109959002
"model_933","Soil_Total_Ca_Africa_Comparison","Soil_Total_Ca","Africa_Comparison","yes","no","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_Ca'","list(~1 | Citation / data_point_ID, ~1 | site_id)",3,2,10,12,4," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_933.Rds","outputs/revision/models/model_413.Rds",79.2277136169048,81.0614091599921,63.5509154605901,61.971791327175,2.96139470960826e-11,2.87920412649702e-11,0.378101694568668,0.417137372651784,"model_413","no",60.4598730072766,3.09104245331345,"no",1.51191831994319,0.218846600972387,6.51980214196814,9.20591020697408,0.0935799107017488
"model_934","Soil_Total_Ca_Africa_Comparison","Soil_Total_Ca","Africa_Comparison","yes","no","yes","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_Ca'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",3,2,10,12,4," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_934.Rds","outputs/revision/models/model_414.Rds",4.22808925775644e-07,4.3774074451427e-07,68.057413223186,66.2073816929728,0,0,4.19140812571086e-10,4.2660858194003e-10,"model_414","yes",60.4598730072766,7.59754021590932,"no",1.2410109231451,0.265276313203706,6.28397705189637,8.09332035884263,0.0175049675160871
"model_935","Soil_Total_Ca_Africa_Comparison","Soil_Total_Ca","Africa_Comparison","yes","yes","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_Ca'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",3,2,10,12,4," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_935.Rds","outputs/revision/models/model_415.Rds",79.2277136219172,81.0614091700243,66.6419579152714,65.0628337815975,1.3582401924125e-11,6.66345290119945e-12,0.378101694683825,0.417137372924377,"model_415","no",60.4598730072766,6.18208490799475,"no",1.51191831968447,0.218846601011803,6.519802138517,9.205910200004,0.093579911018014
"model_936","Soil_Total_Ca_Africa_Comparison","Soil_Total_Ca","Africa_Comparison","yes","yes","yes","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_Ca'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",3,2,10,12,4," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_936.Rds","outputs/revision/models/model_416.Rds",4.53208305312978e-07,4.5235171839711e-07,71.1484556769333,69.2984241465197,0,0,4.49276459956738e-10,4.40847984954783e-10,"model_416","yes",60.4598730072766,10.6885826696567,"no",1.24101092294477,0.265276313242281,6.2839770501518,8.09332033081457,-0.0191187785576898
"model_937","Soil_Total_Ca_Herbivore_nativeness","Soil_Total_Ca","Herbivore_nativeness","no","no","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_Ca'","list(~1 | Citation / data_point_ID)",4,2,10,30,10," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_937.Rds","outputs/revision/models/model_417.Rds",72.675124573019,75.0898566965996,101.428336366019,100.467937734878,1.72285024521163e-10,3.99513228452172e-10,0.331138857719228,0.368639329113428,"model_417","no",101.428336366019,0,"yes",2.72848082297313,0.0985730088315174,5.83221435003315,9.18028172445707,0.101726724287362
"model_939","Soil_Total_Ca_Herbivore_nativeness","Soil_Total_Ca","Herbivore_nativeness","no","yes","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_Ca'","list(~1 | Citation / species_response_tag / data_point_ID)",4,2,10,30,10," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_939.Rds","outputs/revision/models/model_419.Rds",72.6751245736226,75.0898567019352,105.117215819302,104.156817189284,6.84199406192812e-11,1.15066876317068e-10,0.331138857729292,0.368639329218582,"model_419","no",101.428336366019,3.68887945328362,"no",2.72848082409536,0.0985730087622459,5.83221434865707,9.18028172223648,0.101726724516294
"model_941","Soil_Total_Ca_Herbivore_nativeness","Soil_Total_Ca","Herbivore_nativeness","yes","no","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_Ca'","list(~1 | Citation / data_point_ID, ~1 | site_id)",4,2,10,30,10," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_941.Rds","outputs/revision/models/model_421.Rds",72.6751245753535,75.0898566915895,105.117215821311,104.156817186612,6.71862704218781e-11,1.09853435880098e-10,0.331138857758157,0.368639329014689,"model_421","no",101.428336366019,3.68887945529244,"no",2.72848081941508,0.0985730090511397,5.83221435087199,9.18028172467611,0.101726723941162
"model_943","Soil_Total_Ca_Herbivore_nativeness","Soil_Total_Ca","Herbivore_nativeness","yes","yes","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_Ca'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",4,2,10,30,10," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_943.Rds","outputs/revision/models/model_423.Rds",72.6751245741683,75.0898566974925,108.806095275065,107.845696641672,3.23313749159336e-11,4.64545964140532e-11,0.331138857738393,0.368639329131025,"model_423","no",101.428336366019,7.37775890904686,"no",2.72848082072086,0.0985730089705398,5.83221434898981,9.18028172248302,0.101726724278254
"model_945","Soil_Total_N_Africa_Comparison","Soil_Total_N","Africa_Comparison","no","no","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_N'","list(~1 | Citation / data_point_ID)",9,2,19,47,10," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_945.Rds","outputs/revision/models/model_425.Rds",70.2391387173294,71.3902603370892,190.035577038012,187.10343385665,2.58207160241192e-10,5.15958271228435e-10,0.377915848969172,0.396910854381911,"model_425","no",190.035577038012,0,"yes",1.25751156066457,0.262122644297565,1.08543917812292,3.00209987773912,0.0478571074664096
"model_947","Soil_Total_N_Africa_Comparison","Soil_Total_N","Africa_Comparison","no","yes","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_N'","list(~1 | Citation / species_response_tag / data_point_ID)",9,2,19,47,10," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_947.Rds","outputs/revision/models/model_427.Rds",70.2391387373027,71.3902601070745,194.225231790975,191.293088596989,1.39519864697257e-10,7.75756139666988e-11,0.377915849330266,0.396910849912033,"model_427","no",190.035577038012,4.18965475296315,"no",1.25751154804072,0.262122646692427,1.0854391735351,3.00209986264874,0.0478570958339288
"model_949","Soil_Total_N_Africa_Comparison","Soil_Total_N","Africa_Comparison","yes","no","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_N'","list(~1 | Citation / data_point_ID, ~1 | site_id)",9,2,19,47,10," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_949.Rds","outputs/revision/models/model_429.Rds",70.239138716523,71.3902603348154,194.22523178139,191.293088597354,2.28793566624766e-11,4.31079383554816e-12,0.377915848954593,0.396910854337723,"model_429","no",190.035577038012,4.1896547433785,"no",1.25751155799006,0.262122644804945,1.08543917869476,3.00209987938556,0.0478571073971377
"model_951","Soil_Total_N_Africa_Comparison","Soil_Total_N","Africa_Comparison","yes","yes","no","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_N'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",9,2,19,47,10," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_951.Rds","outputs/revision/models/model_431.Rds",70.239138722853,71.3902603635914,198.414886523086,195.482743339616,6.32924837330959e-12,3.32232284364198e-13,0.377915849069032,0.396910854896928,"model_431","no",190.035577038012,8.37930948507452,"no",1.25751155855565,0.262122644697647,1.08543917667606,3.00209987308809,0.0478571084502799
"model_952","Soil_Total_N_Africa_Comparison","Soil_Total_N","Africa_Comparison","yes","yes","yes","Soil","!is.na(Africa_Comparison) & analysis_group == 'Soil_Total_N'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",9,2,19,47,10," ~ Africa_Comparison"," ~ 1","outputs/revision/models/model_952.Rds","outputs/revision/models/model_432.Rds",62.7187738812934,65.1873148804441,206.181168303504,203.373643288157,1.94053761038399e-09,1.39243855311485e-09,0.269382138392575,0.297847175864264,"model_432","no",190.035577038012,16.1455912654924,"no",1.38212972667958,0.239738710308685,1.17954970684617,3.29544117308622,0.0955692710165625
"model_953","Soil_Total_N_Herbivore_nativeness","Soil_Total_N","Herbivore_nativeness","no","no","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_N'","list(~1 | Citation / data_point_ID)",10,2,19,173,38," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_953.Rds","outputs/revision/models/model_433.Rds",59.880150639969,60.0207725905696,495.704067290876,490.646521224059,0.047367113691853,0.048819525107879,0.260823102667055,0.261704268508762,"model_433","no",495.704067290876,0,"yes",0.199949305210566,0.654761768500992,0.0508999140274232,0.225657862291119,0.0033670289243968
"model_954","Soil_Total_N_Herbivore_nativeness","Soil_Total_N","Herbivore_nativeness","no","no","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_N'","list(~1 | Citation / data_point_ID, ~time_series_clean | experiment_id)",10,2,19,173,38," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_954.Rds","outputs/revision/models/model_434.Rds",43.2483796500308,43.712245329351,501.666495611104,496.651712204558,0.0496032527229733,0.0513799508021954,0.133172343163768,0.135373236527855,"model_434","no",495.704067290876,5.96242832022853,"no",0.242711965481419,0.622254215388204,0.0618296114240729,0.288627954917484,0.0162579651675418
"model_955","Soil_Total_N_Herbivore_nativeness","Soil_Total_N","Herbivore_nativeness","no","yes","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_N'","list(~1 | Citation / species_response_tag / data_point_ID)",10,2,19,173,38," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_955.Rds","outputs/revision/models/model_435.Rds",59.4705000406278,59.5774717361496,499.52130192622,494.366159866049,2.61731152771053e-09,3.08354487782113e-09,0.256420540252503,0.25692254654895,"model_435","no",495.704067290876,3.81723463534365,"no",0.102353311857371,0.749023638226516,0.0263757465917388,0.119068022689811,0.00195392075623353
"model_956","Soil_Total_N_Herbivore_nativeness","Soil_Total_N","Herbivore_nativeness","no","yes","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_N'","list(~1 | Citation / species_response_tag / data_point_ID, ~time_series_clean | experiment_id)",10,2,19,173,38," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_956.Rds","outputs/revision/models/model_436.Rds",43.7223980566981,44.0421555994589,505.235162412748,500.093993465221,3.03049758768454e-09,2.31181864867321e-09,0.135765948095087,0.137199084258936,"model_436","no",495.704067290876,9.53109512187194,"no",0.116326424500642,0.733053445884568,0.0298444515633669,0.142558381084343,0.0104456685814617
"model_957","Soil_Total_N_Herbivore_nativeness","Soil_Total_N","Herbivore_nativeness","yes","no","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_N'","list(~1 | Citation / data_point_ID, ~1 | site_id)",10,2,19,173,38," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_957.Rds","outputs/revision/models/model_437.Rds",59.8801528984467,60.0207732904516,500.961562711496,495.904016633876,6.63553900726638e-10,4.85648413577934e-10,0.260823127187012,0.26170427614184,"model_437","no",495.704067290876,5.25749542061959,"no",0.199949294407816,0.654761777221987,0.0508999202969655,0.225657868857356,0.00336696429962073
"model_958","Soil_Total_N_Herbivore_nativeness","Soil_Total_N","Herbivore_nativeness","yes","no","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_N'","list(~1 | Citation / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",10,2,19,173,38," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_958.Rds","outputs/revision/models/model_438.Rds",43.2480485652091,43.7119021540458,506.92399097325,501.909207564584,5.09341449715904e-10,4.39877560289147e-10,0.133170546765315,0.135371348409766,"model_438","no",495.704067290876,11.219923682374,"no",0.242711963361955,0.622254216908353,0.0618293657068929,0.288627221365232,0.0162575143876775
"model_959","Soil_Total_N_Herbivore_nativeness","Soil_Total_N","Herbivore_nativeness","yes","yes","no","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_N'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id)",10,2,19,173,38," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_959.Rds","outputs/revision/models/model_439.Rds",59.4704977590818,59.5774702697003,504.778797292633,499.623655222727,2.41712710205064e-13,3.44332311354875e-13,0.256420515980301,0.256922530904377,"model_439","no",495.704067290876,9.07473000175679,"no",0.102353302121628,0.749023649761114,0.0263757415034447,0.119068011004372,0.00195395445587897
"model_960","Soil_Total_N_Herbivore_nativeness","Soil_Total_N","Herbivore_nativeness","yes","yes","yes","Soil","!is.na(Herbivore_nativeness) & analysis_group == 'Soil_Total_N'","list(~1 | Citation / species_response_tag / data_point_ID, ~1 | site_id, ~time_series_clean | experiment_id)",10,2,19,173,38," ~ Herbivore_nativeness"," ~ 1","outputs/revision/models/model_960.Rds","outputs/revision/models/model_440.Rds",43.723140475458,44.0430160567058,510.492657790281,505.351488848348,1.90394020296838e-11,2.10923177730677e-11,0.135770044529127,0.137203874503032,"model_440","no",495.704067290876,14.7885904994047,"no",0.11632643009483,0.733053439710834,0.0298447137487208,0.142558538529837,0.0104503606701925
