response_key,Response_Highest_Level,Response_Cat,Response_Sphere,Species_Class,Species_Nativeness,Strata_or_soil_depth,woody_height_class,age_class,Species_Level,Species,Response,Units,Response_Dimension,Response_Living,analysis_group_category,eco_response_coarse,eco_response_fine,eco_response_fine2,eco_response_fine3,eco_response_fine4
response combo 3480,SOIL_CONDITIONS,Bulk Density,soil,,,0 to 10 cm,,,,total,Bulk Density,g/cm3,,,,,,,,
response combo 3481,DIVERSITY,Richness,arthropods,arthropods,,0 to 10 cm,,,Higher_level,total,Arthropod Richness,individuals/ sample,,,,,,,,
response combo 3482,ABUNDANCE,Abundance,arthropods,arthropods,,0 to 10 cm,,,Higher_level,total,Arthropod Abundance,individuals/ sample,,,,,,,,
response combo 3483,SOIL_CONDITIONS,Soil Respiration Rate,soil,,,0 to 10 cm,,,,,Soil Respiration Rate,gCO2/m2h,,,,,,,,
response combo 3484,SOIL_NUTRIENTS,Beta-glucosidase,soil,,,0 to 10 cm,,,,,Beta-glucosidase,µmol/m2h,,,,,,,,
response combo 3485,SOIL_NUTRIENTS,Acid phosphatase,soil,,,0 to 10 cm,,,,,Acid phosphatase,µmol/m2h,,,,,,,,
response combo 3486,SOIL_NUTRIENTS,Leucin-aminopeptidase,soil,,,0 to 10 cm,,,,,Leucin-aminopeptidase,µmol/m2h,,,,,,,,
response combo 3487,BIOMASS,Microbial Biomass,microbes,microbes,,0 to 10 cm,,,Higher_level,total,Microbial Biomass,µg de C/cm3,,,,,,,,
response combo 3488,SOIL_NUTRIENTS,Organic_Matter,soil,,,8 cm,,,,,Organic Matter,Percent,,,,,,,,
response combo 3489,SOIL_CONDITIONS,Soil_Moisture,soil,,,8 cm,,,,,Soil Moisture,Percent,,,,,,,,
response combo 3490,SOIL_CONDITIONS,Soil_pH,soil,,,8 cm,,,,,Soil pH,Index,,,,,,,,
response combo 3491,SOIL_CONDITIONS,Soil_Conductivity,soil,,,8 cm,,,,,Soil Conductivity,µS cm-1,,,,,,,,
response combo 3492,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Picea abies,Tree density,individuals per 10 m2,,,,,,,,
response combo 3493,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Betula pendula,Tree density,individuals per 10 m2,,,,,,,,
response combo 3494,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Sorbus aucuparia,Tree density,individuals per 10 m2,,,,,,,,
response combo 3495,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Acer pseudoplatanus,Tree density,individuals per 10 m2,,,,,,,,
response combo 3496,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Salix caprea,Tree density,individuals per 10 m2,,,,,,,,
response combo 3497,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Abies alba,Tree density,individuals per 10 m2,,,,,,,,
response combo 3498,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Fagus sylvatica,Tree density,individuals per 10 m2,,,,,,,,
response combo 3499,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Species,Populus tremula,Tree density,individuals per 10 m2,,,,,,,,
response combo 3500,ABUNDANCE,Plant_Density,vegetation,trees,,understorey + overstorey,,,Higher_Level,total,Tree density,individuals per 10 m2,,,,,,,,
response combo 3501,BIOMASS,Plant_Biomass,vegetation,trees,Native,understorey + overstorey,,,Species,Picea abies,Tree Biomass,kg / 10m2,,,,,,,,
response combo 3502,BIOMASS,Plant_Biomass,vegetation,trees,Native,understorey + overstorey,,,Species,Betula pendula,Tree Biomass,kg / 10m2,,,,,,,,
response combo 3503,BIOMASS,Plant_Biomass,vegetation,trees,Native,understorey + overstorey,,,Species,Sorbus aucuparia,Tree Biomass,kg / 10m2,,,,,,,,
response combo 3504,BIOMASS,Plant_Biomass,vegetation,trees,Native,understorey + overstorey,,,Higher_Level,total,Tree Biomass,kg / 10m2,,,,,,,,
response combo 3505,DIVERSITY,Plant_Diversity,vegetation,trees,Native,understorey + overstorey,,,Higher_Level,total,Richness,Count,,,,,,,,
response combo 3506,DIVERSITY,Plant_Diversity,vegetation,trees,Native,understorey + overstorey,,,Higher_Level,total,Gini Diversity,Index,,,,,,,,
response combo 3507,DIVERSITY,Plant_Diversity,vegetation,trees,Native,understorey + overstorey,,,Higher_Level,total,Clark-Evans Diversity,Index,,,,,,,,
response combo 3508,DIVERSITY,Plant_Diversity,vegetation,trees,Native,understorey + overstorey,,,Higher_Level,total,Shannon Diversity,Index,,,,,,,,
response combo 3509,BIOMASS,Worm_Biomass,worms,earthworms,Introduced,,,,total,total,Worm Biomass,g/m2,,,,,,,,
response combo 3510,ABUNDANCE,Worm_Density,worms,earthworms,Introduced,,,,total,total,Worm Density,no./m2,,,,,,,,
response combo 3511,BIOMASS,Worm_Biomass,worms,earthworms,Introduced,,,,Species,Dendrobaena,Worm Biomass,g/m2,,,,,,,,
response combo 3512,BIOMASS,Worm_Biomass,worms,earthworms,Introduced,,,,Species,Aporrectodea,Worm Biomass,g/m2,,,,,,,,
response combo 3513,BIOMASS,Worm_Biomass,worms,earthworms,Introduced,,,,Species,Lumbricus,Worm Biomass,g/m2,,,,,,,,
response combo 3514,BIOMASS,Plant_Biomass,vegetation,trees,Native,overstorey,,,species,Quercus crispula,Stem Mass,g/g,,,,,,,,
response combo 3515,PLANT_NUTRIENTS,Leaf_Nutrients,vegetation,trees,Native,overstorey,,,species,Quercus crispula,Leaf Total Carbon,g/kg,,,,,,,,
response combo 3516,PLANT_NUTRIENTS,Leaf_Nutrients,vegetation,trees,Native,overstorey,,,species,Quercus crispula,Leaf Total Nitrogen,g/kg,,,,,,,,
response combo 3517,PLANT_NUTRIENTS,Leaf_Nutrients,vegetation,trees,Native,overstorey,,,species,Quercus crispula,Leaf C:N Ratio,Ratio,,,,,,,,
response combo 3518,BIOMASS,Plant_Biomass,vegetation,all plants,,understorey,,,Higher_Level,,Plant_Biomass,g,,,,,,,,
response combo 3519,SOIL_CONDITIONS,Soil_Moisture,soil,,,unspecified,,,,,Soil_Moisture,Percent,,,,,,,,
response combo 3520,SOIL_NUTRIENTS,Soil_Nutrients,soil,,,unspecified,,,,,NO3- content,mg/kg,,,,,,,,
response combo 3521,SOIL_NUTRIENTS,Soil_Nutrients,soil,,,unspecified,,,,,NH4+ content,mg/kg,,,,,,,,
response combo 3522,SOIL_NUTRIENTS,Soil_Nutrients,soil,,,unspecified,,,,,Total N content,mg/kg,,,,,,,,
response combo 3523,SOIL_NUTRIENTS,Soil_Nutrients,soil,,,unspecified,,,,,Net nitrification rate,mg/kg/day,,,,,,,,
response combo 3524,SOIL_NUTRIENTS,Soil_Nutrients,soil,,,unspecified,,,,,Net ammonification rate,mg/kg/day,,,,,,,,
response combo 3525,SOIL_NUTRIENTS,Soil_Nutrients,soil,,,unspecified,,,,,Net N mineralization rate,mg/kg/day,,,,,,,,
response combo 3526,SOIL_NUTRIENTS,Soil_Nutrients,soil,,,unspecified,,,,,Soil Total Carbon,g/kg,,,,,,,,
response combo 3527,SOIL_NUTRIENTS,Soil_Nutrients,soil,,,unspecified,,,,,Soil Total Nitrogen,g/kg,,,,,,,,
response combo 3528,SOIL_NUTRIENTS,Soil_Nutrients,soil,,,unspecified,,,,,Soil C:N Ratio,Ratio,,,,,,,,
response combo 3529,ABUNDANCE,Understorey Plant Abundance,vegetation,all plants,,0 to 30 cm above ground,,,Higher_Level,total,Cover,Percent,,,,,,,,
response combo 3530,ABUNDANCE,Overstorey Plant Abundance,vegetation,all plants,,100 to 150 cm above ground,,,Higher_Level,total,Cover,Percent,,,,,,,,
response combo 3531,DIVERSITY,Plant_Richness,vegetation,all plants,,,,,Higher_Level,total,Richness,Count,,,,,,,,
response combo 3532,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Actinidia polygama,Cover,Percent,,,,,,,,
response combo 3533,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Sambucus sieboldiana var. pinnatisecta,Cover,Percent,,,,,,,,
response combo 3534,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Arisaema serratum,Cover,Percent,,,,,,,,
response combo 3535,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Panax japonicus,Cover,Percent,,,,,,,,
response combo 3536,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Maianthemum japonicum,Cover,Percent,,,,,,,,
response combo 3537,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Polygonatum odoratum,Cover,Percent,,,,,,,,
response combo 3538,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Aster leiophyllus var. leiophyllus,Cover,Percent,,,,,,,,
response combo 3539,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Cacalia delphinifolia,Cover,Percent,,,,,,,,
response combo 3540,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Carpesium triste,Cover,Percent,,,,,,,,
response combo 3541,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Caulophyllum robustum,Cover,Percent,,,,,,,,
response combo 3542,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Cardamine anemonoides,Cover,Percent,,,,,,,,
response combo 3543,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Cardamine scutata,Cover,Percent,,,,,,,,
response combo 3544,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Pseudostellaria heterophylla,Cover,Percent,,,,,,,,
response combo 3545,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Chloranthus serratus,Cover,Percent,,,,,,,,
response combo 3546,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Cornus controversa,Cover,Percent,,,,,,,,
response combo 3547,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Gynostemma pentaphyllum,Cover,Percent,,,,,,,,
response combo 3548,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Carex japonica,Cover,Percent,,,,,,,,
response combo 3549,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Dioscorea septemloba,Cover,Percent,,,,,,,,
response combo 3550,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Schizophragma hydrangeoides,Cover,Percent,,,,,,,,
response combo 3551,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Pterocarya rhoifolia,Cover,Percent,,,,,,,,
response combo 3552,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Cardiocrinum cordatum,Cover,Percent,,,,,,,,
response combo 3553,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Erythronium japonicum,Cover,Percent,,,,,,,,
response combo 3554,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Circaea erubescens,Cover,Percent,,,,,,,,
response combo 3555,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Cypripedium japonicum,Cover,Percent,,,,,,,,
response combo 3556,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Phryma leptostachya subsp asiatica,Cover,Percent,,,,,,,,
response combo 3557,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Microstegium vimineum,Cover,Percent,,,,,,,,
response combo 3558,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Oplismenus undulatifolius,Cover,Percent,,,,,,,,
response combo 3559,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Sasamorpha borealis,Cover,Percent,,,,,,,,
response combo 3560,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Persicaria filiformis,Cover,Percent,,,,,,,,
response combo 3561,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Persicaria posumbu,Cover,Percent,,,,,,,,
response combo 3562,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Clematis apiifolia,Cover,Percent,,,,,,,,
response combo 3563,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Clematis japonica,Cover,Percent,,,,,,,,
response combo 3564,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Kerria japonica,Cover,Percent,,,,,,,,
response combo 3565,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Zanthoxylum piperitum,Cover,Percent,,,,,,,,
response combo 3566,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Acer diabolicum,Cover,Percent,,,,,,,,
response combo 3567,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Staphylea bumalda,Cover,Percent,,,,,,,,
response combo 3568,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Zelkova serrata,Cover,Percent,,,,,,,,
response combo 3569,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Boehmeria gracilis,Cover,Percent,,,,,,,,
response combo 3570,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Laportea bulbifera,Cover,Percent,,,,,,,,
response combo 3571,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Pilea pumila var. hamaoi,Cover,Percent,,,,,,,,
response combo 3572,ABUNDANCE,Plant_Cover,vegetation,,,0 to 30 cm above ground,,,species,Viola eizanensis,Cover,Percent,,,,,,,,
response combo 3573,ABUNDANCE,Plant_Cover,vegetation,,,100 to 150 cm above ground,,,species,Sambucus sieboldiana var. pinnatisecta,Cover,Percent,,,,,,,,
response combo 3574,ABUNDANCE,Plant_Cover,vegetation,,,100 to 150 cm above ground,,,species,Cornus controversa,Cover,Percent,,,,,,,,
response combo 3575,ABUNDANCE,Plant_Cover,vegetation,,,100 to 150 cm above ground,,,species,Dioscorea septemloba,Cover,Percent,,,,,,,,
response combo 3576,ABUNDANCE,Plant_Cover,vegetation,,,100 to 150 cm above ground,,,species,Cladrastis shikokiana,Cover,Percent,,,,,,,,
response combo 3577,ABUNDANCE,Plant_Cover,vegetation,,,100 to 150 cm above ground,,,species,Pterocarya rhoifolia,Cover,Percent,,,,,,,,
response combo 3578,ABUNDANCE,Plant_Cover,vegetation,,,100 to 150 cm above ground,,,species,Callicarpa japonica,Cover,Percent,,,,,,,,
response combo 3579,ABUNDANCE,Plant_Cover,vegetation,,,100 to 150 cm above ground,,,species,Clerodendrum trichotomum,Cover,Percent,,,,,,,,
response combo 3580,ABUNDANCE,Plant_Cover,vegetation,,,100 to 150 cm above ground,,,species,Lindera umbellata,Cover,Percent,,,,,,,,
response combo 3581,ABUNDANCE,Plant_Cover,vegetation,,,100 to 150 cm above ground,,,species,Fraxinus lanuginosa f. serrata,Cover,Percent,,,,,,,,
response combo 3582,ABUNDANCE,Plant_Cover,vegetation,,,100 to 150 cm above ground,,,species,Clematis japonica,Cover,Percent,,,,,,,,
response combo 3583,ABUNDANCE,Plant_Cover,vegetation,,,100 to 150 cm above ground,,,species,Kerria japonica,Cover,Percent,,,,,,,,
response combo 3584,ABUNDANCE,Plant_Cover,vegetation,,,100 to 150 cm above ground,,,species,Zanthoxylum piperitum,Cover,Percent,,,,,,,,
response combo 3585,ABUNDANCE,Plant_Cover,vegetation,,,100 to 150 cm above ground,,,species,Staphylea bumalda,Cover,Percent,,,,,,,,
response combo 3586,ABUNDANCE,Plant_Cover,vegetation,,,100 to 150 cm above ground,,,species,Pterostyrax hispida,Cover,Percent,,,,,,,,
response combo 3587,DIVERSITY,Plant_Richness,vegetation,grassland herb,,understorey,,,Higher_Level,,Richness,Number,,,,,,,,
response combo 3588,DIVERSITY,Plant_Richness,vegetation,non-grassland herb,,understorey,,,Higher_Level,,Richness,Number,,,,,,,,
response combo 3589,ABUNDANCE,Plant_Cover,vegetation,all plants,,understorey + overstorey,,,Higher_Level,,Cover,Percent,,,,,,,,
response combo 3590,ABUNDANCE,Plant_Cover,vegetation,trees,,overstorey,,,species,Populus tremuloides,Cover,Percent,,,,,,,,
response combo 3591,ABUNDANCE,Plant_Cover,vegetation,trees,,overstorey,,,genus,Salix spp.,Cover,Percent,,,,,,,,
response combo 3592,DIVERSITY,Plant_Richness,vegetation,trees,,understorey,,,Higher_Level,,Richness,Number,,,,,,,,
response combo 3593,ABUNDANCE,Plant_Cover,vegetation,shrubs,,understorey,,,Higher_Level,,Cover,Percent,,,,,,,,
response combo 3594,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,species,Populus tremuloides,Density,No./ Ha,,,,,,,,
response combo 3595,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Dasiphora fruticosa,Density,No./ Ha,,,,,,,,
response combo 3596,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Rosa woodsii,Density,No./ Ha,,,,,,,,
response combo 3597,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Symphoricarpos albus,Density,No./ Ha,,,,,,,,
response combo 3598,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Juniperus scopulorum,Density,No./ Ha,,,,,,,,
response combo 3599,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Juniperis communis,Density,No./ Ha,,,,,,,,
response combo 3600,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Berberis repens,Density,No./ Ha,,,,,,,,
response combo 3601,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Salix bebbiana,Density,No./ Ha,,,,,,,,
response combo 3602,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Salix lutea,Density,No./ Ha,,,,,,,,
response combo 3603,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,species,Populus fremontii,Density,No./ Ha,,,,,,,,
response combo 3604,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,species,Prunus virginiana,Density,No./ Ha,,,,,,,,
response combo 3605,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,species,Artemisia tridentata,Density,No./ Ha,,,,,,,,
response combo 3606,ABUNDANCE,Plant_Cover,vegetation,shrubs,Native,understorey + overstorey,,,Genus,Salix spp.,Crown Area,m2,,,,,,,,
response combo 3607,ABUNDANCE,Plant_Density,vegetation,shrubs,Native,understorey + overstorey,,,Genus,Salix spp.,Density,No./ Ha,,,,,,,,
response combo 3608,ABUNDANCE,Plant_Density,vegetation,trees + shrubs,Native,understorey + overstorey,,,Higher_Level,Populus tremuloides,Density,No./ Ha,,,,,,,,
response combo 3609,ABUNDANCE,Plant_Density,vegetation,trees,Native,understorey + overstorey,,,Higher_Level,Populus tremuloides,Density,No./ Ha,,,,,,,,
response combo 3610,ABUNDANCE,Tick_Abundance,arthropods,ticks,Native,,,,Higher_Level,,Abundance,ticks/ hour,,,,,,,,
response combo 3611,ABUNDANCE,Tick_Abundance,arthropods,ticks,Native,,,,Species,Dermacentor occidentalis,Abundance,ticks/ hour,,,,,,,,
response combo 3612,ABUNDANCE,Lizard Abundance,reptiles,lizards,Native,,,,Higher_Level,total,Population,Estimate,,,,,,,,
response combo 3613,ABUNDANCE,Small Mammal Abundance,small mammals,small mammals,Native,,,,Higher_Level,total,Population,Estimate,,,,,,,,
response combo 3614,ABUNDANCE,Tick_Abundance,arthropods,ticks,Native,,,Adult,higher_Level,total,Abundance,ticks/m,,,,,,,,
response combo 3615,ABUNDANCE,Tick_Abundance,arthropods,ticks,Native,,,Nymph,higher_Level,total,Abundance,ticks/m,,,,,,,,
response combo 3616,ABUNDANCE,Plant_Abundance,vegetation,shrubs,,understorey + overstorey,,,HIgher_Level,total,Abundance,Count,,,,,,,,
response combo 3617,BIOMASS,Plant_Biomass,vegetation,plants,,understorey + overstorey,,,HIgher_Level,total,Biomass,g/ m2,,,,,,,,
response combo 3618,BIOMASS,Plant_Biomass,vegetation,grass,,understorey,,,HIgher_Level,total,Biomass,g/ m2,,,,,,,,
response combo 3619,SOIL_CONDITIONS,Soil_Conditions,soil,,,unspecified,,,,,Bulk Density,g/cm3,,,,,,,,
response combo 3620,SOIL_CONDITIONS,Soil_Conditions,soil,,,unspecified,,,,,Water Infiltration,mL/s,,,,,,,,
response combo 3621,SOIL_COVER,Soil_Cover,soil,,,,,,,,Bare Soil Cover,Percent Change,,,,,,,,
response combo 3622,DIVERSITY,Plant_Richness,vegetation,all plants,,understorey + overstorey,,,Higher_Level,total,Richness,Percent Change,,,,,,,,
