data_point_ID,Response_Highest_Level,Response_Cat,Response_Sphere,Species_Class,Species_Nativeness,Strata_or_soil_depth,woody_height_class,age_class,Species_Level,Species,Response,Units,Response_Dimension,Response_Living,analysis_group_category,eco_response_coarse,eco_response_fine,eco_response_fine2,eco_response_fine3,eco_response_fine4
Ohira et al 2022 Ecological Applications 8,DIVERSITY,Herbaceous Plant Diversity,vegetation,herbaceous,,,,,Higher_level,herbaceous,Herbaceous_species_richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Ohira et al 2022 Ecological Applications 17,DIVERSITY,Herbaceous Plant Diversity,vegetation,herbaceous,,,,,Higher_level,herbaceous,Herbaceous_species_richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Coverdale et al 2024 Ecological Monographs 10,DIVERSITY,Herbaceous Richness,vegetation,Herbaceous,,,,,,total,Herbaceous Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Coverdale et al 2024 Ecological Monographs 11,DIVERSITY,Herbaceous Richness,vegetation,Herbaceous,,,,,,total,Herbaceous Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Coverdale et al 2024 Ecological Monographs 12,DIVERSITY,Herbaceous Richness,vegetation,Herbaceous,,,,,,total,Herbaceous Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Wagner et al 2023 Natural Areas Journal 17,DIVERSITY,Herbaceous_Plant_Diversity,vegetation,introduced,introduced,,,,Higher_Level,introduced,Chao II Richness,Index,Aboveground,Living,Plants,Plant_Diversity,Introduced_Plant_Diversity,,,
Wagner et al 2023 Natural Areas Journal 18,DIVERSITY,Herbaceous_Plant_Diversity,vegetation,introduced,introduced,,,,Higher_Level,introduced,Chao II Richness,Index,Aboveground,Living,Plants,Plant_Diversity,Introduced_Plant_Diversity,,,
Wagner et al 2023 Natural Areas Journal 19,DIVERSITY,Herbaceous_Plant_Diversity,vegetation,introduced,introduced,,,,Higher_Level,introduced,Chao II Richness,Index,Aboveground,Living,Plants,Plant_Diversity,Introduced_Plant_Diversity,,,
Wagner et al 2023 Natural Areas Journal 20,DIVERSITY,Herbaceous_Plant_Diversity,vegetation,native,native,,,,Higher_Level,native,Chao II Richness,Index,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Wagner et al 2023 Natural Areas Journal 21,DIVERSITY,Herbaceous_Plant_Diversity,vegetation,native,native,,,,Higher_Level,native,Chao II Richness,Index,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Wagner et al 2023 Natural Areas Journal 22,DIVERSITY,Herbaceous_Plant_Diversity,vegetation,native,native,,,,Higher_Level,native,Chao II Richness,Index,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Wagner et al 2023 Natural Areas Journal 23,DIVERSITY,Herbaceous_Plant_Diversity,vegetation,native,native,,,,Higher_Level,native,Chao II Richness,Index,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Yacucci et al 2024 New Forests 4,DIVERSITY,Introduced Plant Richness,vegetation,Introduced Species,Introduced,,,,Higher_level,total,Introduced Richness,count,Aboveground,Living,Plants,Plant_Diversity,Introduced_Plant_Diversity,,,
Yacucci et al 2024 New Forests 3,DIVERSITY,Native Plant Richness,vegetation,Native Species,Native,,,,Higher_level,total,Native Richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Linden et al. 2021 Ecology and Evolution 12,DIVERSITY,Plant Diversity,vegetation,total,,,,,Higher_level,total,Simpson's diversity,index,Aboveground,Living,Plants,Plant_Diversity,,,,
Linden et al. 2021 Ecology and Evolution 13,DIVERSITY,Plant Diversity,vegetation,total,,,,,Higher_level,total,Simpson's diversity,index,Aboveground,Living,Plants,Plant_Diversity,,,,
Morimoto et al Frontiers in Forests and Global Change 18,DIVERSITY,Plant Diversity,vegetation,total,,,,,,,Plant Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Morimoto et al Frontiers in Forests and Global Change 19,DIVERSITY,Plant Diversity,vegetation,total,,,,,,,Plant Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Morimoto et al Frontiers in Forests and Global Change 20,DIVERSITY,Plant Diversity,vegetation,total,,,,,,,Plant Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Baidya et al 2025 Ecological Applications 5,DIVERSITY,Plant Diversity,vegetation,total,,,,,,total,Plant Diversity,Richness,Aboveground,Living,Plants,Plant_Diversity,,,,
Mndela et al Plant Ecology & Diversity 5,DIVERSITY,Plant diversity,vegetation,total,,,,,Higher_level,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Mndela et al Plant Ecology & Diversity 6,DIVERSITY,Plant diversity,vegetation,total,,,,,Higher_level,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Chard et al 2022 Ecology and Evolution 1,DIVERSITY,Plant diversity,vegetation,total,Presume_Native,,,,,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Chard et al 2022 Ecology and Evolution 2,DIVERSITY,Plant diversity,vegetation,total,Presume_Native,,,,,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Chard et al 2022 Ecology and Evolution 3,DIVERSITY,Plant diversity,vegetation,total,Presume_Native,,,,,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Chard et al 2022 Ecology and Evolution 4,DIVERSITY,Plant diversity,vegetation,total,Presume_Native,,,,,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Chard et al 2022 Ecology and Evolution 5,DIVERSITY,Plant diversity,vegetation,total,Presume_Native,,,,,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Chard et al 2022 Ecology and Evolution 6,DIVERSITY,Plant diversity,vegetation,total,Presume_Native,,,,,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Chard et al 2022 Ecology and Evolution 7,DIVERSITY,Plant diversity,vegetation,total,Presume_Native,,,,,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Chard et al 2022 Ecology and Evolution 8,DIVERSITY,Plant diversity,vegetation,total,Presume_Native,,,,,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Chard et al 2022 Ecology and Evolution 9,DIVERSITY,Plant diversity,vegetation,total,Presume_Native,,,,,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Rocca et al 2024 Journal of Vegetation Science 1,DIVERSITY,Plant diversity,vegetation,total,Unspecified,,,,Higher_level,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Rocca et al 2024 Journal of Vegetation Science 2,DIVERSITY,Plant diversity,vegetation,total,Unspecified,,,,Higher_level,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Rocca et al 2024 Journal of Vegetation Science 3,DIVERSITY,Plant diversity,vegetation,total,Unspecified,,,,Higher_level,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Suzuki et al 2021 Applied Vegetation Science 7,DIVERSITY,Plant Richness,vegetation,Plant Richness,,,,,,,Plant Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Suzuki et al 2021 Applied Vegetation Science 8,DIVERSITY,Plant Richness,vegetation,Plant Richness,,,,,,,Plant Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Suzuki et al 2021 Applied Vegetation Science 9,DIVERSITY,Plant Richness,vegetation,Plant Richness,,,,,,,Plant Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Suzuki et al 2021 Applied Vegetation Science 10,DIVERSITY,Plant Richness,vegetation,Plant Richness,,,,,,,Plant Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Suzuki et al 2021 Applied Vegetation Science 11,DIVERSITY,Plant Richness,vegetation,Plant Richness,,,,,,,Plant Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Suzuki et al 2021 Applied Vegetation Science 12,DIVERSITY,Plant Richness,vegetation,Plant Richness,,,,,,,Plant Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Collings et al 2023 Ecosphere 2,DIVERSITY,Plant Richness,vegetation,total,Introduced,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Introduced_Plant_Diversity,,,
Collings et al 2023 Ecosphere 11,DIVERSITY,Plant Richness,vegetation,total,Introduced,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Introduced_Plant_Diversity,,,
Collings et al 2023 Ecosphere 20,DIVERSITY,Plant Richness,vegetation,total,Introduced,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Introduced_Plant_Diversity,,,
Collings et al 2023 Ecosphere 29,DIVERSITY,Plant Richness,vegetation,total,Introduced,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Introduced_Plant_Diversity,,,
Collings et al 2023 Ecosphere 38,DIVERSITY,Plant Richness,vegetation,total,Introduced,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Introduced_Plant_Diversity,,,
Collings et al 2023 Ecosphere 47,DIVERSITY,Plant Richness,vegetation,total,Introduced,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Introduced_Plant_Diversity,,,
Andreoni et al 2024 Ecology 58,DIVERSITY,Plant Richness,vegetation,total,Native,,,,Higher_level,total,Richness,Count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Andreoni et al 2024 Ecology 59,DIVERSITY,Plant Richness,vegetation,total,Native,,,,Higher_level,total,Richness,Count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Collings et al 2023 Ecosphere 3,DIVERSITY,Plant Richness,vegetation,total,Native,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Collings et al 2023 Ecosphere 12,DIVERSITY,Plant Richness,vegetation,total,Native,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Collings et al 2023 Ecosphere 21,DIVERSITY,Plant Richness,vegetation,total,Native,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Collings et al 2023 Ecosphere 30,DIVERSITY,Plant Richness,vegetation,total,Native,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Collings et al 2023 Ecosphere 39,DIVERSITY,Plant Richness,vegetation,total,Native,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Collings et al 2023 Ecosphere 48,DIVERSITY,Plant Richness,vegetation,total,Native,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Knauer et al 2023 Canadian Journal of Forest Research 3,DIVERSITY,Plant Richness,vegetation,total,Presumed_Native,understorey,,,Higher_Level,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Knauer et al 2023 Canadian Journal of Forest Research 4,DIVERSITY,Plant Richness,vegetation,total,Presumed_Native,understorey,,,Higher_Level,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Bovio et al 2024 forests 3,DIVERSITY,Plant Richness,vegetation,total,Presumed_Native,understorey,,,Higher_Level,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Petersson et al 2025 Applied Vegetation Science 2,DIVERSITY,Plant Richness,vegetation,total,Reported_Native,understorey,,,Higher_Level,total,richness,count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,,,
Collings et al 2023 Ecosphere 1,DIVERSITY,Plant Richness,vegetation,total,mixed,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Collings et al 2023 Ecosphere 10,DIVERSITY,Plant Richness,vegetation,total,mixed,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Collings et al 2023 Ecosphere 19,DIVERSITY,Plant Richness,vegetation,total,mixed,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Collings et al 2023 Ecosphere 28,DIVERSITY,Plant Richness,vegetation,total,mixed,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Collings et al 2023 Ecosphere 37,DIVERSITY,Plant Richness,vegetation,total,mixed,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Collings et al 2023 Ecosphere 46,DIVERSITY,Plant Richness,vegetation,total,mixed,,,,Higher_level,total,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,,,
Collings et al 2023 Ecosphere 4,DIVERSITY,Plant Richness,vegetation,fern,mixed,,,,Higher_level,fern,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Fern_Diversity,,
Collings et al 2023 Ecosphere 22,DIVERSITY,Plant Richness,vegetation,fern,mixed,,,,Higher_level,fern,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Fern_Diversity,,
Collings et al 2023 Ecosphere 31,DIVERSITY,Plant Richness,vegetation,fern,mixed,,,,Higher_level,fern,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Fern_Diversity,,
Collings et al 2023 Ecosphere 49,DIVERSITY,Plant Richness,vegetation,fern,mixed,,,,Higher_level,fern,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Fern_Diversity,,
Andreoni et al 2024 Ecology 52,DIVERSITY,Plant Richness,vegetation,Forb,Native,,,,Higher_level,Forb,Richness,Count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,Forb_Diversity,,
Andreoni et al 2024 Ecology 53,DIVERSITY,Plant Richness,vegetation,Forb,Native,,,,Higher_level,Forb,Richness,Count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,Forb_Diversity,,
Collings et al 2023 Ecosphere 5,DIVERSITY,Plant Richness,vegetation,forb,mixed,,,,Higher_level,forb,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Forb_Diversity,,
Collings et al 2023 Ecosphere 14,DIVERSITY,Plant Richness,vegetation,forb,mixed,,,,Higher_level,forb,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Forb_Diversity,,
Collings et al 2023 Ecosphere 23,DIVERSITY,Plant Richness,vegetation,forb,mixed,,,,Higher_level,forb,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Forb_Diversity,,
Collings et al 2023 Ecosphere 32,DIVERSITY,Plant Richness,vegetation,forb,mixed,,,,Higher_level,forb,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Forb_Diversity,,
Collings et al 2023 Ecosphere 41,DIVERSITY,Plant Richness,vegetation,forb,mixed,,,,Higher_level,forb,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Forb_Diversity,,
Collings et al 2023 Ecosphere 50,DIVERSITY,Plant Richness,vegetation,forb,mixed,,,,Higher_level,forb,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Forb_Diversity,,
Andreoni et al 2024 Ecology 54,DIVERSITY,Plant Richness,vegetation,Graminoid,Native,,,,Higher_level,Graminoid,Richness,Count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,Graminoid_Diversity,,
Andreoni et al 2024 Ecology 55,DIVERSITY,Plant Richness,vegetation,Graminoid,Native,,,,Higher_level,Graminoid,Richness,Count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,Graminoid_Diversity,,
Collings et al 2023 Ecosphere 15,DIVERSITY,Plant Richness,vegetation,graminoid,mixed,,,,Higher_level,graminoid,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Graminoid_Diversity,,
Collings et al 2023 Ecosphere 24,DIVERSITY,Plant Richness,vegetation,graminoid,mixed,,,,Higher_level,graminoid,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Graminoid_Diversity,,
Collings et al 2023 Ecosphere 33,DIVERSITY,Plant Richness,vegetation,graminoid,mixed,,,,Higher_level,graminoid,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Graminoid_Diversity,,
Collings et al 2023 Ecosphere 42,DIVERSITY,Plant Richness,vegetation,graminoid,mixed,,,,Higher_level,graminoid,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Graminoid_Diversity,,
Collings et al 2023 Ecosphere 51,DIVERSITY,Plant Richness,vegetation,graminoid,mixed,,,,Higher_level,graminoid,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Graminoid_Diversity,,
Andreoni et al 2024 Ecology 56,DIVERSITY,Plant Richness,vegetation,Woody,Native,,,,Higher_level,Woody,Richness,Count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,Woody_Diversity,,
Andreoni et al 2024 Ecology 57,DIVERSITY,Plant Richness,vegetation,Woody,Native,,,,Higher_level,Woody,Richness,Count,Aboveground,Living,Plants,Plant_Diversity,Native_Plant_Diversity,Woody_Diversity,,
Collings et al 2023 Ecosphere 7,DIVERSITY,Plant Richness,vegetation,shrub,mixed,,,,Higher_level,shrub,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Woody_Diversity,,
Collings et al 2023 Ecosphere 16,DIVERSITY,Plant Richness,vegetation,shrub,mixed,,,,Higher_level,shrub,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Woody_Diversity,,
Collings et al 2023 Ecosphere 25,DIVERSITY,Plant Richness,vegetation,shrub,mixed,,,,Higher_level,shrub,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Woody_Diversity,,
Collings et al 2023 Ecosphere 34,DIVERSITY,Plant Richness,vegetation,shrub,mixed,,,,Higher_level,shrub,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Woody_Diversity,,
Collings et al 2023 Ecosphere 43,DIVERSITY,Plant Richness,vegetation,shrub,mixed,,,,Higher_level,shrub,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Woody_Diversity,,
Collings et al 2023 Ecosphere 52,DIVERSITY,Plant Richness,vegetation,shrub,mixed,,,,Higher_level,shrub,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Woody_Diversity,,
Collings et al 2023 Ecosphere 8,DIVERSITY,Plant Richness,vegetation,tree,mixed,,,,Higher_level,tree,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Woody_Diversity,,
Collings et al 2023 Ecosphere 17,DIVERSITY,Plant Richness,vegetation,tree,mixed,,,,Higher_level,tree,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Woody_Diversity,,
Collings et al 2023 Ecosphere 26,DIVERSITY,Plant Richness,vegetation,tree,mixed,,,,Higher_level,tree,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Woody_Diversity,,
Collings et al 2023 Ecosphere 35,DIVERSITY,Plant Richness,vegetation,tree,mixed,,,,Higher_level,tree,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Woody_Diversity,,
Collings et al 2023 Ecosphere 44,DIVERSITY,Plant Richness,vegetation,tree,mixed,,,,Higher_level,tree,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Woody_Diversity,,
Collings et al 2023 Ecosphere 53,DIVERSITY,Plant Richness,vegetation,tree,mixed,,,,Higher_level,tree,Richness,count,Aboveground,Living,Plants,Plant_Diversity,,Woody_Diversity,,
